train_ID,train_type,starting_s,starting_s_ID,from_s,from_s_ID,to_s,to_s_ID,from_s_time,to_s_time,travel_time,boarding_passg at departure station,deboarding_passg at departure station,passg_number in the train,deboarding_passg at arrival station,number_passg at the arrival station,from_s_lat,from_s_long,to_s_lat,to_s_long
1114,IC,Stuttgart Hbf,8000096,Vaihingen(Enz),8006053,Wiesloch-Walldorf,8006421,06:48:00,07:10:00,0 days 00:22:00.000000000,2,0,5,0,5,48.933436,8.961208000000003,49.291308,8.66442
1114,IC,Stuttgart Hbf,8000096,Wiesloch-Walldorf,8006421,Heidelberg Hbf,8000156,07:10:00,07:18:00,0 days 00:08:00.000000000,4,0,9,1,8,49.291308,8.66442,49.404256,8.675848
1114,IC,Stuttgart Hbf,8000096,Heidelberg Hbf,8000156,Mannheim Hbf,8000244,07:20:00,07:32:00,0 days 00:12:00.000000000,4,1,12,1,11,49.404256,8.675848,49.4874592,8.4660395
1114,IC,Stuttgart Hbf,8000096,Mannheim Hbf,8000244,Mainz Hbf,8000240,07:34:00,08:15:00,0 days 00:41:00.000000000,2,1,13,6,7,49.4874592,8.4660395,49.99286170000001,8.2472526
710,ICE,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Vaihingen(Enz),8006053,14:33:00,14:54:00,0 days 00:21:00.000000000,73,0,73,0,73,48.783229,9.182196,48.933436,8.961208000000003
710,ICE,Stuttgart Hbf,8000096,Vaihingen(Enz),8006053,Heidelberg Hbf,8000156,14:54:00,15:18:00,0 days 00:24:00.000000000,6,0,79,7,72,48.933436,8.961208000000003,49.404256,8.675848
710,ICE,Stuttgart Hbf,8000096,Heidelberg Hbf,8000156,Mannheim Hbf,8000244,15:20:00,15:31:00,0 days 00:11:00.000000000,35,7,107,2,105,49.404256,8.675848,49.4874592,8.4660395
710,ICE,Stuttgart Hbf,8000096,Mannheim Hbf,8000244,Mainz Hbf,8000240,15:33:00,16:15:00,0 days 00:42:00.000000000,10,2,115,13,102,49.4874592,8.4660395,49.99286170000001,8.2472526
710,ICE,Stuttgart Hbf,8000096,Mainz Hbf,8000240,Wiesbaden Hbf,8000250,16:22:00,16:33:00,0 days 00:11:00.000000000,1,13,103,12,91,49.99286170000001,8.2472526,50.072672,8.257024000000001
710,ICE,Stuttgart Hbf,8000096,Wiesbaden Hbf,8000250,Limburg Süd,8003680,16:45:00,17:06:00,0 days 00:21:00.000000000,23,12,114,1,113,50.072672,8.257024000000001,50.382325,8.095813
710,ICE,Stuttgart Hbf,8000096,Limburg Süd,8003680,Montabaur,8000667,17:08:00,17:17:00,0 days 00:09:00.000000000,2,1,115,12,103,50.382325,8.095813,50.435839,7.8257949999999985
710,ICE,Stuttgart Hbf,8000096,Montabaur,8000667,Siegburg/Bonn,8005556,17:19:00,17:37:00,0 days 00:18:00.000000000,4,12,107,8,99,50.435839,7.8257949999999985,50.7998473,7.207451400000001
710,ICE,Stuttgart Hbf,8000096,Siegburg/Bonn,8005556,Köln/Bonn Flughafen,8003330,17:37:00,17:47:00,0 days 00:10:00.000000000,0,8,99,6,93,50.7998473,7.207451400000001,50.8707168,7.140734399999928
710,ICE,Stuttgart Hbf,8000096,Köln/Bonn Flughafen,8003330,Köln Hbf,8000207,17:49:00,18:01:00,0 days 00:12:00.000000000,4,6,97,46,51,50.8707168,7.140734399999928,50.94321400000001,6.958602000000001
2292,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Heidelberg Hbf,8000156,16:04:00,16:44:00,0 days 00:40:00.000000000,56,0,56,38,18,48.783229,9.182196,49.404256,8.675848
2292,IC,Stuttgart Hbf,8000096,Heidelberg Hbf,8000156,Weinheim(Bergstr),8000377,16:46:00,17:00:00,0 days 00:14:00.000000000,11,38,29,0,29,49.404256,8.675848,49.556343,8.669865
2292,IC,Stuttgart Hbf,8000096,Weinheim(Bergstr),8000377,Darmstadt Hbf,8000068,17:00:00,17:22:00,0 days 00:22:00.000000000,1,0,30,11,19,49.556343,8.669865,49.872574,8.62884
2292,IC,Stuttgart Hbf,8000096,Darmstadt Hbf,8000068,Frankfurt(Main)Hbf,8000105,17:22:00,17:40:00,0 days 00:18:00.000000000,0,11,19,30,-11,49.872574,8.62884,50.106529,8.662162
2316,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Wiesloch-Walldorf,8006421,16:36:00,17:09:00,0 days 00:33:00.000000000,10,0,10,1,9,48.783229,9.182196,49.291308,8.66442
2316,IC,Stuttgart Hbf,8000096,Wiesloch-Walldorf,8006421,Heidelberg Hbf,8000156,17:09:00,17:18:00,0 days 00:09:00.000000000,0,1,9,10,-1,49.291308,8.66442,49.404256,8.675848
2316,IC,Stuttgart Hbf,8000096,Heidelberg Hbf,8000156,Mainz Hbf,8000240,17:20:00,18:15:00,0 days 00:55:00.000000000,3,10,2,19,-17,49.404256,8.675848,49.99286170000001,8.2472526
976,ICE,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Heidelberg Hbf,8000156,21:55:00,22:46:00,0 days 00:51:00.000000000,6,0,6,5,1,48.783229,9.182196,49.404256,8.675848
976,ICE,Stuttgart Hbf,8000096,Heidelberg Hbf,8000156,Weinheim(Bergstr),8000377,22:48:00,23:01:00,0 days 00:13:00.000000000,1,5,2,1,1,49.404256,8.675848,49.556343,8.669865
976,ICE,Stuttgart Hbf,8000096,Weinheim(Bergstr),8000377,Bensheim,8000031,23:01:00,23:11:00,0 days 00:10:00.000000000,0,1,1,2,-1,49.556343,8.669865,49.686135,8.618730000000001
976,ICE,Stuttgart Hbf,8000096,Bensheim,8000031,Darmstadt Hbf,8000068,23:11:00,23:25:00,0 days 00:14:00.000000000,0,2,-1,5,-6,49.686135,8.618730000000001,49.872574,8.62884
976,ICE,Stuttgart Hbf,8000096,Darmstadt Hbf,8000068,Frankfurt(Main)Hbf,8000105,23:25:00,23:43:00,0 days 00:18:00.000000000,0,5,-6,4,-10,49.872574,8.62884,50.106529,8.662162
181,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Horb,8000177,08:29:00,09:15:00,0 days 00:46:00.000000000,19,0,19,0,19,48.783229,9.182196,48.442078,8.684851
181,IC,Stuttgart Hbf,8000096,Horb,8000177,Rottweil,8000322,09:15:00,09:42:00,0 days 00:27:00.000000000,3,0,22,2,20,48.442078,8.684851,48.161069,8.631622
181,IC,Stuttgart Hbf,8000096,Rottweil,8000322,Tuttlingen,8000163,09:44:00,10:00:00,0 days 00:16:00.000000000,6,2,26,0,26,48.161069,8.631622,47.97096,8.81178
181,IC,Stuttgart Hbf,8000096,Tuttlingen,8000163,Singen(Hohentwiel),8000073,10:00:00,10:32:00,0 days 00:32:00.000000000,3,0,29,0,29,47.97096,8.81178,47.767097,8.872239
181,IC,Stuttgart Hbf,8000096,Singen(Hohentwiel),8000073,Schaffhausen,8503424,10:32:00,10:45:00,0 days 00:13:00.000000000,7,0,36,24,12,47.767097,8.872239,47.7077664,8.6414424
185,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Böblingen,8001055,12:29:00,12:48:00,0 days 00:19:00.000000000,29,0,29,2,27,48.783229,9.182196,48.681331,9.00883
185,IC,Stuttgart Hbf,8000096,Böblingen,8001055,Horb,8000177,12:48:00,13:13:00,0 days 00:25:00.000000000,0,2,27,6,21,48.681331,9.00883,48.442078,8.684851
185,IC,Stuttgart Hbf,8000096,Horb,8000177,Rottweil,8000322,13:15:00,13:42:00,0 days 00:27:00.000000000,7,6,28,14,14,48.442078,8.684851,48.161069,8.631622
185,IC,Stuttgart Hbf,8000096,Rottweil,8000322,Tuttlingen,8000163,13:44:00,13:59:00,0 days 00:15:00.000000000,1,14,15,7,8,48.161069,8.631622,47.97096,8.81178
185,IC,Stuttgart Hbf,8000096,Tuttlingen,8000163,Singen(Hohentwiel),8000073,13:59:00,14:25:00,0 days 00:26:00.000000000,0,7,8,16,-8,47.97096,8.81178,47.767097,8.872239
185,IC,Stuttgart Hbf,8000096,Singen(Hohentwiel),8000073,Schaffhausen,8503424,14:32:00,14:45:00,0 days 00:13:00.000000000,2,16,-6,24,-30,47.767097,8.872239,47.7077664,8.6414424
187,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Böblingen,8001055,14:29:00,14:48:00,0 days 00:19:00.000000000,15,0,15,2,13,48.783229,9.182196,48.681331,9.00883
187,IC,Stuttgart Hbf,8000096,Böblingen,8001055,Horb,8000177,14:48:00,15:13:00,0 days 00:25:00.000000000,0,2,13,5,8,48.681331,9.00883,48.442078,8.684851
187,IC,Stuttgart Hbf,8000096,Horb,8000177,Rottweil,8000322,15:15:00,15:42:00,0 days 00:27:00.000000000,5,5,13,19,-6,48.442078,8.684851,48.161069,8.631622
187,IC,Stuttgart Hbf,8000096,Rottweil,8000322,Tuttlingen,8000163,15:42:00,15:59:00,0 days 00:17:00.000000000,0,19,-6,9,-15,48.161069,8.631622,47.97096,8.81178
187,IC,Stuttgart Hbf,8000096,Tuttlingen,8000163,Singen(Hohentwiel),8000073,15:59:00,16:25:00,0 days 00:26:00.000000000,0,9,-15,15,-30,47.97096,8.81178,47.767097,8.872239
187,IC,Stuttgart Hbf,8000096,Singen(Hohentwiel),8000073,Schaffhausen,8503424,16:25:00,16:45:00,0 days 00:20:00.000000000,0,15,-30,20,-50,47.767097,8.872239,47.7077664,8.6414424
285,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Böblingen,8001055,20:29:00,20:48:00,0 days 00:19:00.000000000,4,0,4,1,3,48.783229,9.182196,48.681331,9.00883
285,IC,Stuttgart Hbf,8000096,Böblingen,8001055,Horb,8000177,20:48:00,21:13:00,0 days 00:25:00.000000000,0,1,3,3,0,48.681331,9.00883,48.442078,8.684851
285,IC,Stuttgart Hbf,8000096,Horb,8000177,Rottweil,8000322,21:15:00,21:42:00,0 days 00:27:00.000000000,2,3,2,4,-2,48.442078,8.684851,48.161069,8.631622
285,IC,Stuttgart Hbf,8000096,Rottweil,8000322,Tuttlingen,8000163,21:42:00,21:59:00,0 days 00:17:00.000000000,0,4,-2,3,-5,48.161069,8.631622,47.97096,8.81178
285,IC,Stuttgart Hbf,8000096,Tuttlingen,8000163,Singen(Hohentwiel),8000073,22:00:00,22:25:00,0 days 00:25:00.000000000,1,3,-4,4,-8,47.97096,8.81178,47.767097,8.872239
285,IC,Stuttgart Hbf,8000096,Singen(Hohentwiel),8000073,Schaffhausen,8503424,22:25:00,22:45:00,0 days 00:20:00.000000000,0,4,-8,4,-12,47.767097,8.872239,47.7077664,8.6414424
9578,RHT,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,06:54:00,07:30:00,0 days 00:36:00.000000000,50,0,50,3,47,48.783229,9.182196,48.99316500000001,8.400514
9578,RHT,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,Strasbourg,8700023,07:32:00,08:11:00,0 days 00:39:00.000000000,15,3,62,3,59,48.99316500000001,8.400514,48.5734053,7.752111300000024
9578,RHT,Stuttgart Hbf,8000096,Strasbourg,8700023,Paris Est,8700011,08:16:00,10:05:00,0 days 01:49:00.000000000,6,3,65,66,-1,48.5734053,7.752111300000024,48.878562,2.360369
9574,RHI,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,10:54:00,11:30:00,0 days 00:36:00.000000000,44,0,44,10,34,48.783229,9.182196,48.99316500000001,8.400514
9574,RHI,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,Strasbourg,8700023,11:32:00,12:13:00,0 days 00:41:00.000000000,22,10,56,54,2,48.99316500000001,8.400514,48.5734053,7.752111300000024
9574,RHI,Stuttgart Hbf,8000096,Strasbourg,8700023,Paris Est,8700011,12:19:00,14:05:00,0 days 01:46:00.000000000,4,54,6,148,-142,48.5734053,7.752111300000024,48.878562,2.360369
9572,RHI,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,14:54:00,15:30:00,0 days 00:36:00.000000000,48,0,48,47,1,48.783229,9.182196,48.99316500000001,8.400514
9572,RHI,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,Strasbourg,8700023,15:32:00,16:13:00,0 days 00:41:00.000000000,14,47,15,38,-23,48.99316500000001,8.400514,48.5734053,7.752111300000024
9572,RHI,Stuttgart Hbf,8000096,Strasbourg,8700023,Paris Est,8700011,16:13:00,18:05:00,0 days 01:52:00.000000000,0,38,-23,129,-152,48.5734053,7.752111300000024,48.878562,2.360369
9570,RHT,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,18:54:00,19:30:00,0 days 00:36:00.000000000,55,0,55,12,43,48.783229,9.182196,48.99316500000001,8.400514
9570,RHT,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,Strasbourg,8700023,19:32:00,20:13:00,0 days 00:41:00.000000000,10,12,53,20,33,48.99316500000001,8.400514,48.5734053,7.752111300000024
9570,RHT,Stuttgart Hbf,8000096,Strasbourg,8700023,Paris Est,8700011,20:19:00,22:05:00,0 days 01:46:00.000000000,4,20,37,79,-42,48.5734053,7.752111300000024,48.878562,2.360369
1058,ICE,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Mannheim Hbf,8000244,16:55:00,17:45:00,0 days 00:50:00.000000000,51,0,51,22,29,48.783229,9.182196,49.4874592,8.4660395
1058,ICE,Stuttgart Hbf,8000096,Mannheim Hbf,8000244,Neustadt(Weinstr)Hbf,8000275,17:47:00,18:09:00,0 days 00:22:00.000000000,1,22,30,6,24,49.4874592,8.4660395,49.349897,8.140356
1058,ICE,Stuttgart Hbf,8000096,Neustadt(Weinstr)Hbf,8000275,Kaiserslautern Hbf,8000189,18:11:00,18:33:00,0 days 00:22:00.000000000,4,6,28,21,7,49.349897,8.140356,49.436217,7.768511
1058,ICE,Stuttgart Hbf,8000096,Kaiserslautern Hbf,8000189,Homburg(Saar)Hbf,8000176,18:33:00,18:55:00,0 days 00:22:00.000000000,0,21,7,13,-6,49.436217,7.768511,49.327745,7.337478999999999
1058,ICE,Stuttgart Hbf,8000096,Homburg(Saar)Hbf,8000176,Saarbrücken Hbf,8000323,18:55:00,19:18:00,0 days 00:23:00.000000000,0,13,-6,24,-30,49.327745,7.337478999999999,49.240762,6.990701
2362,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Bruchsal,8000055,17:08:00,17:35:00,0 days 00:27:00.000000000,8,1,7,7,0,48.783229,9.182196,49.124971,8.584411
2362,IC,Stuttgart Hbf,8000096,Bruchsal,8000055,Karlsruhe Hbf,8000191,17:35:00,17:53:00,0 days 00:18:00.000000000,0,7,0,6,-6,49.124971,8.584411,48.99316500000001,8.400514
2360,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Bruchsal,8000055,17:34:00,18:02:00,0 days 00:28:00.000000000,9,0,9,2,7,48.783229,9.182196,49.124971,8.584411
2360,IC,Stuttgart Hbf,8000096,Bruchsal,8000055,Karlsruhe Hbf,8000191,18:02:00,18:21:00,0 days 00:19:00.000000000,0,2,7,6,1,49.124971,8.584411,48.99316500000001,8.400514
2060,IC,Stuttgart Hbf,8000096,Stuttgart Hbf,8000096,Pforzheim Hbf,8000299,21:59:00,22:32:00,0 days 00:33:00.000000000,8,0,8,4,4,48.783229,9.182196,48.893722,8.703032
2060,IC,Stuttgart Hbf,8000096,Pforzheim Hbf,8000299,Karlsruhe-Durlach,8003184,22:32:00,22:51:00,0 days 00:19:00.000000000,0,4,4,1,3,48.893722,8.703032,48.999985,8.478681
2060,IC,Stuttgart Hbf,8000096,Karlsruhe-Durlach,8003184,Karlsruhe Hbf,8000191,22:51:00,22:59:00,0 days 00:08:00.000000000,0,1,3,7,-4,48.999985,8.478681,48.99316500000001,8.400514
2164,IC,Nürnberg Hbf,8000284,Nürnberg Hbf,8000284,Crailsheim,8000067,05:38:00,06:32:00,0 days 00:54:00.000000000,3,0,3,0,3,49.445582,11.082532,49.133735,10.063357
2164,IC,Nürnberg Hbf,8000284,Crailsheim,8000067,Ellwangen,8001751,06:32:00,06:48:00,0 days 00:16:00.000000000,1,0,4,0,4,49.133735,10.063357,48.962683,10.130151
2164,IC,Nürnberg Hbf,8000284,Ellwangen,8001751,Aalen Hbf,8000002,06:48:00,07:01:00,0 days 00:13:00.000000000,8,0,12,0,12,48.962683,10.130151,48.840969,10.095987
2164,IC,Nürnberg Hbf,8000284,Aalen Hbf,8000002,Schwäbisch Gmünd,8000329,07:01:00,07:16:00,0 days 00:15:00.000000000,3,0,15,1,14,48.840969,10.095987,48.799402,9.80457
2164,IC,Nürnberg Hbf,8000284,Schwäbisch Gmünd,8000329,Stuttgart Hbf,8000096,07:16:00,07:53:00,0 days 00:37:00.000000000,0,1,14,12,2,48.799402,9.80457,48.783229,9.182196
2164,IC,Nürnberg Hbf,8000284,Stuttgart Hbf,8000096,Karlsruhe Hbf,8000191,07:58:00,08:48:00,0 days 00:50:00.000000000,11,12,13,9,4,48.783229,9.182196,48.99316500000001,8.400514
2162,IC,Nürnberg Hbf,8000284,Nürnberg Hbf,8000284,Ansbach,8000009,07:39:00,08:06:00,0 days 00:27:00.000000000,32,0,32,7,25,49.445582,11.082532,49.300425,10.571936
2162,IC,Nürnberg Hbf,8000284,Ansbach,8000009,Crailsheim,8000067,08:07:00,08:33:00,0 days 00:26:00.000000000,6,7,31,1,30,49.300425,10.571936,49.133735,10.063357
2162,IC,Nürnberg Hbf,8000284,Crailsheim,8000067,Ellwangen,8001751,08:35:00,08:51:00,0 days 00:16:00.000000000,8,1,38,0,38,49.133735,10.063357,48.962683,10.130151
2162,IC,Nürnberg Hbf,8000284,Ellwangen,8001751,Aalen Hbf,8000002,08:51:00,09:01:00,0 days 00:10:00.000000000,1,0,39,6,33,48.962683,10.130151,48.840969,10.095987
2162,IC,Nürnberg Hbf,8000284,Aalen Hbf,8000002,Schwäbisch Gmünd,8000329,09:03:00,09:18:00,0 days 00:15:00.000000000,9,6,42,1,41,48.840969,10.095987,48.799402,9.80457
2162,IC,Nürnberg Hbf,8000284,Schwäbisch Gmünd,8000329,Stuttgart Hbf,8000096,09:19:00,09:53:00,0 days 00:34:00.000000000,9,1,50,14,36,48.799402,9.80457,48.783229,9.182196
2162,IC,Nürnberg Hbf,8000284,Stuttgart Hbf,8000096,Vaihingen(Enz),8006053,09:59:00,10:15:00,0 days 00:16:00.000000000,8,14,44,1,43,48.783229,9.182196,48.933436,8.961208000000003
2162,IC,Nürnberg Hbf,8000284,Vaihingen(Enz),8006053,Mühlacker,8000339,10:16:00,10:23:00,0 days 00:07:00.000000000,1,1,44,0,44,48.933436,8.961208000000003,48.948938,8.852424000000003
2162,IC,Nürnberg Hbf,8000284,Mühlacker,8000339,Pforzheim Hbf,8000299,10:23:00,10:32:00,0 days 00:09:00.000000000,1,0,45,7,38,48.948938,8.852424000000003,48.893722,8.703032
2162,IC,Nürnberg Hbf,8000284,Pforzheim Hbf,8000299,Karlsruhe Hbf,8000191,10:34:00,10:53:00,0 days 00:19:00.000000000,3,7,41,15,26,48.893722,8.703032,48.99316500000001,8.400514
2160,IC,Nürnberg Hbf,8000284,Nürnberg Hbf,8000284,Ansbach,8000009,09:39:00,10:06:00,0 days 00:27:00.000000000,75,0,75,25,50,49.445582,11.082532,49.300425,10.571936
2160,IC,Nürnberg Hbf,8000284,Ansbach,8000009,Crailsheim,8000067,10:07:00,10:33:00,0 days 00:26:00.000000000,2,25,52,16,36,49.300425,10.571936,49.133735,10.063357
2160,IC,Nürnberg Hbf,8000284,Crailsheim,8000067,Ellwangen,8001751,10:35:00,10:49:00,0 days 00:14:00.000000000,7,16,43,1,42,49.133735,10.063357,48.962683,10.130151
2160,IC,Nürnberg Hbf,8000284,Ellwangen,8001751,Aalen Hbf,8000002,10:51:00,11:01:00,0 days 00:10:00.000000000,3,1,45,26,19,48.962683,10.130151,48.840969,10.095987
2160,IC,Nürnberg Hbf,8000284,Aalen Hbf,8000002,Schwäbisch Gmünd,8000329,11:03:00,11:18:00,0 days 00:15:00.000000000,1,26,20,4,16,48.840969,10.095987,48.799402,9.80457
2160,IC,Nürnberg Hbf,8000284,Schwäbisch Gmünd,8000329,Stuttgart Hbf,8000096,11:19:00,11:53:00,0 days 00:34:00.000000000,2,4,18,50,-32,48.799402,9.80457,48.783229,9.182196
2160,IC,Nürnberg Hbf,8000284,Stuttgart Hbf,8000096,Vaihingen(Enz),8006053,11:59:00,12:15:00,0 days 00:16:00.000000000,30,50,-2,3,-5,48.783229,9.182196,48.933436,8.961208000000003
2160,IC,Nürnberg Hbf,8000284,Vaihingen(Enz),8006053,Mühlacker,8000339,12:15:00,12:22:00,0 days 00:07:00.000000000,0,3,-5,4,-9,48.933436,8.961208000000003,48.948938,8.852424000000003
2160,IC,Nürnberg Hbf,8000284,Mühlacker,8000339,Pforzheim Hbf,8000299,12:22:00,12:32:00,0 days 00:10:00.000000000,0,4,-9,2,-11,48.948938,8.852424000000003,48.893722,8.703032
2160,IC,Nürnberg Hbf,8000284,Pforzheim Hbf,8000299,Karlsruhe Hbf,8000191,12:34:00,12:53:00,0 days 00:19:00.000000000,3,2,-8,44,-52,48.893722,8.703032,48.99316500000001,8.400514
2068,IC,Nürnberg Hbf,8000284,Nürnberg Hbf,8000284,Ansbach,8000009,11:39:00,12:06:00,0 days 00:27:00.000000000,137,0,137,7,130,49.445582,11.082532,49.300425,10.571936
2068,IC,Nürnberg Hbf,8000284,Ansbach,8000009,Crailsheim,8000067,12:07:00,12:33:00,0 days 00:26:00.000000000,16,7,146,8,138,49.300425,10.571936,49.133735,10.063357
2068,IC,Nürnberg Hbf,8000284,Crailsheim,8000067,Ellwangen,8001751,12:35:00,12:49:00,0 days 00:14:00.000000000,3,8,141,3,138,49.133735,10.063357,48.962683,10.130151
2068,IC,Nürnberg Hbf,8000284,Ellwangen,8001751,Aalen Hbf,8000002,12:51:00,13:01:00,0 days 00:10:00.000000000,2,3,140,32,108,48.962683,10.130151,48.840969,10.095987
2068,IC,Nürnberg Hbf,8000284,Aalen Hbf,8000002,Schwäbisch Gmünd,8000329,13:03:00,13:18:00,0 days 00:15:00.000000000,7,32,115,13,102,48.840969,10.095987,48.799402,9.80457
2068,IC,Nürnberg Hbf,8000284,Schwäbisch Gmünd,8000329,Stuttgart Hbf,8000096,13:19:00,13:53:00,0 days 00:34:00.000000000,7,13,109,59,50,48.799402,9.80457,48.783229,9.182196
2068,IC,Nürnberg Hbf,8000284,Stuttgart Hbf,8000096,Vaihingen(Enz),8006053,13:58:00,14:14:00,0 days 00:16:00.000000000,37,59,87,1,86,48.783229,9.182196,48.933436,8.961208000000003
2068,IC,Nürnberg Hbf,8000284,Vaihingen(Enz),8006053,Karlsruhe Hbf,8000191,14:14:00,14:48:00,0 days 00:34:00.000000000,0,1,86,47,39,48.933436,8.961208000000003,48.99316500000001,8.400514
2066,IC,Nürnberg Hbf,8000284,Nürnberg Hbf,8000284,Ansbach,8000009,13:39:00,14:05:00,0 days 00:26:00.000000000,85,0,85,14,71,49.445582,11.082532,49.300425,10.571936
2066,IC,Nürnberg Hbf,8000284,Ansbach,8000009,Crailsheim,8000067,14:07:00,14:33:00,0 days 00:26:00.000000000,2,14,73,15,58,49.300425,10.571936,49.133735,10.063357
2066,IC,Nürnberg Hbf,8000284,Crailsheim,8000067,Ellwangen,8001751,14:35:00,14:49:00,0 days 00:14:00.000000000,3,15,61,1,60,49.133735,10.063357,48.962683,10.130151
2066,IC,Nürnberg Hbf,8000284,Ellwangen,8001751,Aalen Hbf,8000002,14:51:00,15:01:00,0 days 00:10:00.000000000,1,1,61,38,23,48.962683,10.130151,48.840969,10.095987
2066,IC,Nürnberg Hbf,8000284,Aalen Hbf,8000002,Schwäbisch Gmünd,8000329,15:03:00,15:18:00,0 days 00:15:00.000000000,9,38,32,11,21,48.840969,10.095987,48.799402,9.80457
2066,IC,Nürnberg Hbf,8000284,Schwäbisch Gmünd,8000329,Stuttgart Hbf,8000096,15:18:00,15:53:00,0 days 00:35:00.000000000,0,11,21,54,-33,48.799402,9.80457,48.783229,9.182196
2066,IC,Nürnberg Hbf,8000284,Stuttgart Hbf,8000096,Mühlacker,8000339,15:59:00,16:22:00,0 days 00:23:00.000000000,17,54,-16,1,-17,48.783229,9.182196,48.948938,8.852424000000003
2066,IC,Nürnberg Hbf,8000284,Mühlacker,8000339,Pforzheim Hbf,8000299,16:22:00,16:34:00,0 days 00:12:00.000000000,0,1,-17,0,-17,48.948938,8.852424000000003,48.893722,8.703032
2066,IC,Nürnberg Hbf,8000284,Pforzheim Hbf,8000299,Karlsruhe Hbf,8000191,16:34:00,16:53:00,0 days 00:19:00.000000000,3,0,-14,14,-28,48.893722,8.703032,48.99316500000001,8.400514
2064,IC,Nürnberg Hbf,8000284,Nürnberg Hbf,8000284,Ansbach,8000009,15:39:00,16:06:00,0 days 00:27:00.000000000,139,0,139,3,136,49.445582,11.082532,49.300425,10.571936
2064,IC,Nürnberg Hbf,8000284,Ansbach,8000009,Crailsheim,8000067,16:07:00,16:33:00,0 days 00:26:00.000000000,6,3,142,47,95,49.300425,10.571936,49.133735,10.063357
2064,IC,Nürnberg Hbf,8000284,Crailsheim,8000067,Ellwangen,8001751,16:35:00,16:49:00,0 days 00:14:00.000000000,3,47,98,8,90,49.133735,10.063357,48.962683,10.130151
2064,IC,Nürnberg Hbf,8000284,Ellwangen,8001751,Aalen Hbf,8000002,16:49:00,17:01:00,0 days 00:12:00.000000000,0,8,90,41,49,48.962683,10.130151,48.840969,10.095987
2064,IC,Nürnberg Hbf,8000284,Aalen Hbf,8000002,Schwäbisch Gmünd,8000329,17:03:00,17:18:00,0 days 00:15:00.000000000,4,41,53,10,43,48.840969,10.095987,48.799402,9.80457
2064,IC,Nürnberg Hbf,8000284,Schwäbisch Gmünd,8000329,Stuttgart Hbf,8000096,17:19:00,17:53:00,0 days 00:34:00.000000000,3,10,46,66,-20,48.799402,9.80457,48.783229,9.182196
2064,IC,Nürnberg Hbf,8000284,Stuttgart Hbf,8000096,Mühlacker,8000339,17:59:00,18:22:00,0 days 00:23:00.000000000,3,66,-17,1,-18,48.783229,9.182196,48.948938,8.852424000000003
2064,IC,Nürnberg Hbf,8000284,Mühlacker,8000339,Pforzheim Hbf,8000299,18:22:00,18:32:00,0 days 00:10:00.000000000,0,1,-18,1,-19,48.948938,8.852424000000003,48.893722,8.703032
2064,IC,Nürnberg Hbf,8000284,Pforzheim Hbf,8000299,Karlsruhe Hbf,8000191,18:32:00,18:53:00,0 days 00:21:00.000000000,0,1,-19,14,-33,48.893722,8.703032,48.99316500000001,8.400514
2062,IC,Nürnberg Hbf,8000284,Nürnberg Hbf,8000284,Ansbach,8000009,17:39:00,18:06:00,0 days 00:27:00.000000000,62,0,62,9,53,49.445582,11.082532,49.300425,10.571936
2062,IC,Nürnberg Hbf,8000284,Ansbach,8000009,Crailsheim,8000067,18:07:00,18:33:00,0 days 00:26:00.000000000,10,9,63,8,55,49.300425,10.571936,49.133735,10.063357
2062,IC,Nürnberg Hbf,8000284,Crailsheim,8000067,Ellwangen,8001751,18:35:00,18:49:00,0 days 00:14:00.000000000,6,8,61,3,58,49.133735,10.063357,48.962683,10.130151
2062,IC,Nürnberg Hbf,8000284,Ellwangen,8001751,Aalen Hbf,8000002,18:49:00,19:01:00,0 days 00:12:00.000000000,0,3,58,9,49,48.962683,10.130151,48.840969,10.095987
2062,IC,Nürnberg Hbf,8000284,Aalen Hbf,8000002,Schwäbisch Gmünd,8000329,19:03:00,19:18:00,0 days 00:15:00.000000000,3,9,52,9,43,48.840969,10.095987,48.799402,9.80457
